Datetime,NEM NNSW SOLAR,NEM TAS SOLAR,NEM SQ WIND,NEM GG SOLAR,NEM VIC SOLAR,NEM CNQ WIND,NEM SNSW SOLAR,NEM VIC WIND,NEM SNW WIND,NEM TAS WIND,NEM CNSW SOLAR,NEM NNSW WIND,NEM SNSW WIND,NEM SNW SOLAR,NEM SA SOLAR,NEM SQ SOLAR,NEM SA WIND,NEM CNQ SOLAR,NEM GG WIND,NEM CNSW WIND,C&I NNSW SOLAR,C&I TAS SOLAR,C&I SQ WIND,C&I GG SOLAR,C&I VIC SOLAR,C&I CNQ WIND,C&I SNSW SOLAR,C&I VIC WIND,C&I SNW WIND,C&I TAS WIND,C&I CNSW SOLAR,C&I NNSW WIND,C&I SNSW WIND,C&I SNW SOLAR,C&I SA SOLAR,C&I SQ SOLAR,C&I SA WIND,C&I CNQ SOLAR,C&I GG WIND,C&I CNSW WIND
24/1/30 19:00,0,0.022,0.926,0,0.044,0.462,0.018,0.802,0.274,0.153,0,0.179,0.528,0.001,0.046,0,0.181,0,0.027,0.138,0,0.022,0.926,0,0.044,0.462,0.018,0.802,0.274,0.153,0,0.179,0.528,0.001,0.046,0,0.181,0,0.027,0.138
24/1/30 20:00,0,0,0.939,0,0,0.367,0,0.214,0.198,0.359,0,0.242,0.273,0,0,0,0.12,0,0.008,0.187,0,0,0.939,0,0,0.367,0,0.214,0.198,0.359,0,0.242,0.273,0,0,0,0.12,0,0.008,0.187
24/1/30 21:00,0,0,0.901,0,0,0.33,0,0.122,0.176,0.65,0,0.173,0.434,0,0,0,0.569,0,0.004,0.123,0,0,0.901,0,0,0.33,0,0.122,0.176,0.65,0,0.173,0.434,0,0,0,0.569,0,0.004,0.123
24/1/30 22:00,0,0,0.913,0,0,0.394,0,0.015,0.186,0.718,0,0.15,0.563,0,0,0,0.874,0,0.072,0.105,0,0,0.913,0,0,0.394,0,0.015,0.186,0.718,0,0.15,0.563,0,0,0,0.874,0,0.072,0.105
24/1/30 23:00,0,0,0.932,0,0,0.393,0,0.004,0.123,0.84,0,0.079,0.712,0,0,0,0.824,0,0.163,0.101,0,0,0.932,0,0,0.393,0,0.004,0.123,0.84,0,0.079,0.712,0,0,0,0.824,0,0.163,0.101
25/1/30 0:00,0,0,0.916,0,0,0.496,0,0,0.096,0.898,0,0.008,0.682,0,0,0,0.604,0,0.293,0.086,0,0,0.916,0,0,0.496,0,0,0.096,0.898,0,0.008,0.682,0,0,0,0.604,0,0.293,0.086
25/1/30 1:00,0,0,0.923,0,0,0.495,0,0.008,0.061,0.913,0,0.449,0.16,0,0,0,0.453,0,0.41,0.081,0,0,0.923,0,0,0.495,0,0.008,0.061,0.913,0,0.449,0.16,0,0,0,0.453,0,0.41,0.081
25/1/30 2:00,0,0,0.893,0,0,0.467,0,0.001,0.072,0.948,0,0.595,0.233,0,0,0,0.546,0,0.304,0.16,0,0,0.893,0,0,0.467,0,0.001,0.072,0.948,0,0.595,0.233,0,0,0,0.546,0,0.304,0.16
25/1/30 3:00,0,0,0.857,0,0,0.457,0,0.01,0.099,0.944,0,0.657,0.338,0,0,0,0.427,0,0.253,0.775,0,0,0.857,0,0,0.457,0,0.01,0.099,0.944,0,0.657,0.338,0,0,0,0.427,0,0.253,0.775
25/1/30 4:00,0,0,0.692,0,0,0.382,0,0.012,0.242,0.952,0,0.665,0.259,0,0,0,0.384,0,0.318,0.839,0,0,0.692,0,0,0.382,0,0.012,0.242,0.952,0,0.665,0.259,0,0,0,0.384,0,0.318,0.839
25/1/30 5:00,0.009,0.005,0.289,0,0.003,0.253,0.012,0.018,0.261,0.954,0.034,0.682,0.172,0.032,0,0.02,0.328,0,0.347,0.726,0.009,0.005,0.289,0,0.003,0.253,0.012,0.018,0.261,0.954,0.034,0.682,0.172,0.032,0,0.02,0.328,0,0.347,0.726
25/1/30 6:00,0.037,0.157,0.02,0.067,0.27,0.172,0.276,0.033,0.403,0.943,0.405,0.603,0.146,0.415,0.07,0.245,0.374,0.096,0.392,0.798,0.037,0.157,0.02,0.067,0.27,0.172,0.276,0.033,0.403,0.943,0.405,0.603,0.146,0.415,0.07,0.245,0.374,0.096,0.392,0.798
25/1/30 7:00,0.126,0.626,0.006,0.286,0.737,0.084,0.878,0.017,0.384,0.909,0.956,0.564,0.057,0.952,0.706,0.807,0.263,0.614,0.398,0.834,0.126,0.626,0.006,0.286,0.737,0.084,0.878,0.017,0.384,0.909,0.956,0.564,0.057,0.952,0.706,0.807,0.263,0.614,0.398,0.834
25/1/30 8:00,0.162,0.754,0.002,0.217,0.913,0.054,1,0.059,0.386,0.909,0.998,0.461,0.044,1,0.991,0.953,0.11,0.951,0.298,0.683,0.162,0.754,0.002,0.217,0.913,0.054,1,0.059,0.386,0.909,0.998,0.461,0.044,1,0.991,0.953,0.11,0.951,0.298,0.683
25/1/30 9:00,0.476,0.688,0.002,0.3,0.99,0.021,1,0.073,0.207,0.918,1,0.367,0.037,1,1,0.953,0.03,1,0.236,0.383,0.476,0.688,0.002,0.3,0.99,0.021,1,0.073,0.207,0.918,1,0.367,0.037,1,1,0.953,0.03,1,0.236,0.383
25/1/30 10:00,0.914,0.682,0.001,0.904,0.98,0.039,1,0.11,0.077,0.931,0.999,0.296,0.003,1,1,0.835,0.012,1,0.158,0.257,0.914,0.682,0.001,0.904,0.98,0.039,1,0.11,0.077,0.931,0.999,0.296,0.003,1,1,0.835,0.012,1,0.158,0.257
25/1/30 11:00,0.964,0.723,0.006,1,1,0.053,1,0.145,0.06,0.908,0.996,0.278,0.001,0.977,1,0.65,0.005,1,0.067,0.191,0.964,0.723,0.006,1,1,0.053,1,0.145,0.06,0.908,0.996,0.278,0.001,0.977,1,0.65,0.005,1,0.067,0.191
25/1/30 12:00,1,0.642,0.018,1,1,0.063,1,0.164,0.163,0.923,0.99,0.259,0.002,0.86,1,0.436,0.006,1,0.017,0.124,1,0.642,0.018,1,1,0.063,1,0.164,0.163,0.923,0.99,0.259,0.002,0.86,1,0.436,0.006,1,0.017,0.124
25/1/30 13:00,1,0.541,0.058,1,1,0.092,1,0.196,0.22,0.912,0.974,0.239,0.005,0.767,1,0.52,0.017,1,0.011,0.104,1,0.541,0.058,1,1,0.092,1,0.196,0.22,0.912,0.974,0.239,0.005,0.767,1,0.52,0.017,1,0.011,0.104
25/1/30 14:00,0.985,0.361,0.115,0.992,1,0.177,1,0.193,0.213,0.897,0.929,0.156,0.075,0.964,1,0.512,0.058,1,0.012,0.268,0.985,0.361,0.115,0.992,1,0.177,1,0.193,0.213,0.897,0.929,0.156,0.075,0.964,1,0.512,0.058,1,0.012,0.268
25/1/30 15:00,0.98,0.285,0.139,0.924,1,0.258,1,0.227,0.139,0.895,0.794,0.111,0.22,0.996,1,0.605,0.095,1,0.055,0.223,0.98,0.285,0.139,0.924,1,0.258,1,0.227,0.139,0.895,0.794,0.111,0.22,0.996,1,0.605,0.095,1,0.055,0.223
25/1/30 16:00,0.943,0.196,0.094,0.857,1,0.326,0.998,0.308,0.09,0.874,0.741,0.13,0.361,0.995,1,0.482,0.097,0.902,0.07,0.075,0.943,0.196,0.094,0.857,1,0.326,0.998,0.308,0.09,0.874,0.741,0.13,0.361,0.995,1,0.482,0.097,0.902,0.07,0.075
25/1/30 17:00,0.598,0.082,0.086,0.613,0.952,0.393,0.867,0.386,0.066,0.791,0.527,0.245,0.312,0.718,0.995,0.253,0.261,0.465,0.057,0.02,0.598,0.082,0.086,0.613,0.952,0.393,0.867,0.386,0.066,0.791,0.527,0.245,0.312,0.718,0.995,0.253,0.261,0.465,0.057,0.02
25/1/30 18:00,0.127,0.048,0.082,0.207,0.417,0.415,0.328,0.297,0.045,0.705,0.17,0.218,0.329,0.262,0.471,0.041,0.607,0.048,0.013,0.009,0.127,0.048,0.082,0.207,0.417,0.415,0.328,0.297,0.045,0.705,0.17,0.218,0.329,0.262,0.471,0.041,0.607,0.048,0.013,0.009
25/1/30 19:00,0,0.007,0.47,0,0.044,0.466,0.017,0.255,0.021,0.62,0,0.081,0.41,0.002,0.049,0,0.708,0,0.008,0.005,0,0.007,0.47,0,0.044,0.466,0.017,0.255,0.021,0.62,0,0.081,0.41,0.002,0.049,0,0.708,0,0.008,0.005
25/1/30 20:00,0,0,0.611,0,0,0.372,0,0.33,0.012,0.495,0,0.014,0.471,0,0,0,0.734,0,0.107,0.001,0,0,0.611,0,0,0.372,0,0.33,0.012,0.495,0,0.014,0.471,0,0,0,0.734,0,0.107,0.001
25/1/30 21:00,0,0,0.725,0,0,0.258,0,0.313,0.008,0.424,0,0.008,0.374,0,0,0,0.773,0,0.329,0.027,0,0,0.725,0,0,0.258,0,0.313,0.008,0.424,0,0.008,0.374,0,0,0,0.773,0,0.329,0.027
25/1/30 22:00,0,0,0.676,0,0,0.223,0,0.237,0.003,0.388,0,0.04,0.276,0,0,0,0.755,0,0.401,0.062,0,0,0.676,0,0,0.223,0,0.237,0.003,0.388,0,0.04,0.276,0,0,0,0.755,0,0.401,0.062
25/1/30 23:00,0,0,0.659,0,0,0.202,0,0.211,0.003,0.519,0,0.087,0.283,0,0,0,0.824,0,0.368,0.069,0,0,0.659,0,0,0.202,0,0.211,0.003,0.519,0,0.087,0.283,0,0,0,0.824,0,0.368,0.069
26/1/30 0:00,0,0,0.52,0,0,0.26,0,0.276,0.07,0.751,0,0.147,0.739,0,0,0,0.814,0,0.31,0.074,0,0,0.52,0,0,0.26,0,0.276,0.07,0.751,0,0.147,0.739,0,0,0,0.814,0,0.31,0.074
26/1/30 1:00,0,0,0.433,0,0,0.254,0,0.284,0.489,0.824,0,0.1,0.757,0,0,0,0.826,0,0.17,0.17,0,0,0.433,0,0,0.254,0,0.284,0.489,0.824,0,0.1,0.757,0,0,0,0.826,0,0.17,0.17
26/1/30 2:00,0,0,0.36,0,0,0.333,0,0.189,0.79,0.9,0,0.078,0.644,0,0,0,0.758,0,0.172,0.219,0,0,0.36,0,0,0.333,0,0.189,0.79,0.9,0,0.078,0.644,0,0,0,0.758,0,0.172,0.219
26/1/30 3:00,0,0,0.339,0,0,0.411,0,0.129,0.792,0.937,0,0.092,0.628,0,0,0,0.682,0,0.271,0.216,0,0,0.339,0,0,0.411,0,0.129,0.792,0.937,0,0.092,0.628,0,0,0,0.682,0,0.271,0.216
26/1/30 4:00,0,0,0.242,0,0,0.372,0,0.07,0.84,0.942,0,0.151,0.486,0,0,0,0.601,0,0.533,0.271,0,0,0.242,0,0,0.372,0,0.07,0.84,0.942,0,0.151,0.486,0,0,0,0.601,0,0.533,0.271
26/1/30 5:00,0.035,0.037,0.136,0,0.003,0.302,0.01,0.023,0.88,0.927,0.035,0.108,0.458,0.029,0,0.035,0.468,0,0.791,0.395,0.035,0.037,0.136,0,0.003,0.302,0.01,0.023,0.88,0.927,0.035,0.108,0.458,0.029,0,0.035,0.468,0,0.791,0.395
26/1/30 6:00,0.434,0.472,0.057,0.044,0.223,0.224,0.272,0.011,0.784,0.822,0.399,0.089,0.265,0.445,0.067,0.426,0.424,0.117,0.865,0.415,0.434,0.472,0.057,0.044,0.223,0.224,0.272,0.011,0.784,0.822,0.399,0.089,0.265,0.445,0.067,0.426,0.424,0.117,0.865,0.415
26/1/30 7:00,0.971,1,0.001,0.488,0.735,0.107,0.818,0.026,0.585,0.693,0.935,0.088,0.095,0.983,0.705,0.966,0.335,0.108,0.749,0.247,0.971,1,0.001,0.488,0.735,0.107,0.818,0.026,0.585,0.693,0.935,0.088,0.095,0.983,0.705,0.966,0.335,0.108,0.749,0.247
26/1/30 8:00,1,1,0,0.811,1,0.081,0.99,0.036,0.407,0.616,1,0.124,0.043,1,0.992,0.995,0.272,0.178,0.579,0.177,1,1,0,0.811,1,0.081,0.99,0.036,0.407,0.616,1,0.124,0.043,1,0.992,0.995,0.272,0.178,0.579,0.177
26/1/30 9:00,1,1,0.003,0.598,1,0.139,1,0.007,0.185,0.362,1,0.128,0.021,1,1,0.997,0.24,0.176,0.495,0.14,1,1,0.003,0.598,1,0.139,1,0.007,0.185,0.362,1,0.128,0.021,1,1,0.997,0.24,0.176,0.495,0.14
26/1/30 10:00,1,0.98,0.009,0.452,1,0.132,1,0.006,0.156,0.258,1,0.146,0.009,0.996,1,0.979,0.159,0.394,0.35,0.143,1,0.98,0.009,0.452,1,0.132,1,0.006,0.156,0.258,1,0.146,0.009,0.996,1,0.979,0.159,0.394,0.35,0.143
26/1/30 11:00,1,0.982,0.03,0.501,1,0.118,0.998,0.089,0.117,0.138,1,0.139,0.02,1,1,0.942,0.094,0.751,0.288,0.124,1,0.982,0.03,0.501,1,0.118,0.998,0.089,0.117,0.138,1,0.139,0.02,1,1,0.942,0.094,0.751,0.288,0.124
26/1/30 12:00,0.993,0.951,0.064,0.34,1,0.124,1,0.193,0.073,0.071,0.984,0.099,0.042,1,1,0.94,0.014,0.696,0.227,0.098,0.993,0.951,0.064,0.34,1,0.124,1,0.193,0.073,0.071,0.984,0.099,0.042,1,1,0.94,0.014,0.696,0.227,0.098
26/1/30 13:00,0.968,0.881,0.117,0.404,0.995,0.115,1,0.195,0.077,0.085,0.889,0.064,0.061,1,1,0.963,0.085,0.826,0.197,0.094,0.968,0.881,0.117,0.404,0.995,0.115,1,0.195,0.077,0.085,0.889,0.064,0.061,1,1,0.963,0.085,0.826,0.197,0.094
26/1/30 14:00,0.947,0.966,0.147,0.385,1,0.108,0.999,0.182,0.067,0.117,0.761,0.015,0.064,1,0.996,0.934,0.242,0.92,0.216,0.049,0.947,0.966,0.147,0.385,1,0.108,0.999,0.182,0.067,0.117,0.761,0.015,0.064,1,0.996,0.934,0.242,0.92,0.216,0.049
26/1/30 15:00,0.897,1,0.244,0.426,1,0.191,1,0.186,0.058,0.174,0.683,0.015,0.072,1,1,0.875,0.319,0.825,0.212,0.015,0.897,1,0.244,0.426,1,0.191,1,0.186,0.058,0.174,0.683,0.015,0.072,1,1,0.875,0.319,0.825,0.212,0.015
26/1/30 16:00,0.799,1,0.556,0.57,0.987,0.254,0.993,0.28,0.051,0.088,0.683,0.036,0.031,0.984,1,0.86,0.338,0.937,0.262,0.01,0.799,1,0.556,0.57,0.987,0.254,0.993,0.28,0.051,0.088,0.683,0.036,0.031,0.984,1,0.86,0.338,0.937,0.262,0.01
26/1/30 17:00,0.521,0.86,0.723,0.473,0.949,0.272,0.828,0.393,0.034,0,0.557,0.041,0.017,0.711,0.964,0.53,0.349,0.609,0.353,0.004,0.521,0.86,0.723,0.473,0.949,0.272,0.828,0.393,0.034,0,0.557,0.041,0.017,0.711,0.964,0.53,0.349,0.609,0.353,0.004
26/1/30 18:00,0.097,0.2,0.871,0.212,0.427,0.222,0.319,0.492,0.012,0.041,0.159,0.034,0.038,0.256,0.441,0.058,0.415,0.059,0.511,0.003,0.097,0.2,0.871,0.212,0.427,0.222,0.319,0.492,0.012,0.041,0.159,0.034,0.038,0.256,0.441,0.058,0.415,0.059,0.511,0.003
26/1/30 19:00,0,0.009,0.896,0,0.034,0.335,0.016,0.409,0.005,0.092,0,0.032,0.316,0.001,0.054,0,0.66,0,0.766,0.006,0,0.009,0.896,0,0.034,0.335,0.016,0.409,0.005,0.092,0,0.032,0.316,0.001,0.054,0,0.66,0,0.766,0.006
26/1/30 20:00,0,0,0.86,0,0,0.392,0,0.418,0.002,0.042,0,0.368,0.72,0,0,0,0.76,0,0.786,0.004,0,0,0.86,0,0,0.392,0,0.418,0.002,0.042,0,0.368,0.72,0,0,0,0.76,0,0.786,0.004
26/1/30 21:00,0,0,0.867,0,0,0.455,0,0.468,0.002,0.086,0,0.917,0.751,0,0,0,0.569,0,0.841,0.091,0,0,0.867,0,0,0.455,0,0.468,0.002,0.086,0,0.917,0.751,0,0,0,0.569,0,0.841,0.091
26/1/30 22:00,0,0,0.887,0,0,0.53,0,0.421,0.048,0.187,0,0.92,0.795,0,0,0,0.625,0,0.834,0.769,0,0,0.887,0,0,0.53,0,0.421,0.048,0.187,0,0.92,0.795,0,0,0,0.625,0,0.834,0.769
26/1/30 23:00,0,0,0.776,0,0,0.586,0,0.305,0.14,0.219,0,0.789,0.725,0,0,0,0.705,0,0.838,0.895,0,0,0.776,0,0,0.586,0,0.305,0.14,0.219,0,0.789,0.725,0,0,0,0.705,0,0.838,0.895
27/1/30 0:00,0,0,0.502,0,0,0.572,0,0.247,0.268,0.335,0,0.593,0.737,0,0,0,0.805,0,0.888,0.914,0,0,0.502,0,0,0.572,0,0.247,0.268,0.335,0,0.593,0.737,0,0,0,0.805,0,0.888,0.914
27/1/30 1:00,0,0,0.211,0,0,0.477,0,0.201,0.249,0.507,0,0.484,0.686,0,0,0,0.742,0,0.91,0.927,0,0,0.211,0,0,0.477,0,0.201,0.249,0.507,0,0.484,0.686,0,0,0,0.742,0,0.91,0.927
27/1/30 2:00,0,0,0.107,0,0,0.418,0,0.083,0.119,0.717,0,0.393,0.605,0,0,0,0.658,0,0.908,0.918,0,0,0.107,0,0,0.418,0,0.083,0.119,0.717,0,0.393,0.605,0,0,0,0.658,0,0.908,0.918
27/1/30 3:00,0,0,0.18,0,0,0.292,0,0.029,0.106,0.704,0,0.408,0.398,0,0,0,0.638,0,0.911,0.928,0,0,0.18,0,0,0.292,0,0.029,0.106,0.704,0,0.408,0.398,0,0,0,0.638,0,0.911,0.928
27/1/30 4:00,0,0,0.226,0,0,0.256,0,0.023,0.121,0.705,0,0.335,0.199,0,0,0,0.636,0,0.95,0.908,0,0,0.226,0,0,0.256,0,0.023,0.121,0.705,0,0.335,0.199,0,0,0,0.636,0,0.95,0.908
27/1/30 5:00,0.033,0.052,0.185,0,0.003,0.186,0.009,0.004,0.229,0.611,0.035,0.358,0.164,0.026,0,0.033,0.547,0,0.895,0.931,0.033,0.052,0.185,0,0.003,0.186,0.009,0.004,0.229,0.611,0.035,0.358,0.164,0.026,0,0.033,0.547,0,0.895,0.931
27/1/30 6:00,0.438,0.367,0.094,0.062,0.184,0.181,0.188,0.001,0.313,0.483,0.382,0.244,0.119,0.418,0.069,0.402,0.397,0.198,0.927,0.892,0.438,0.367,0.094,0.062,0.184,0.181,0.188,0.001,0.313,0.483,0.382,0.244,0.119,0.418,0.069,0.402,0.397,0.198,0.927,0.892
27/1/30 7:00,0.978,0.751,0.038,0.331,0.445,0.057,0.613,0.01,0.33,0.236,0.904,0.259,0.111,0.937,0.473,0.75,0.362,0.656,0.918,0.823,0.978,0.751,0.038,0.331,0.445,0.057,0.613,0.01,0.33,0.236,0.904,0.259,0.111,0.937,0.473,0.75,0.362,0.656,0.918,0.823
27/1/30 8:00,1,0.812,0.035,0.987,0.732,0.042,0.881,0.047,0.261,0.215,0.987,0.197,0.053,0.924,0.509,0.796,0.243,0.969,0.922,0.663,1,0.812,0.035,0.987,0.732,0.042,0.881,0.047,0.261,0.215,0.987,0.197,0.053,0.924,0.509,0.796,0.243,0.969,0.922,0.663
27/1/30 9:00,1,0.937,0.013,1,0.624,0.044,0.804,0.091,0.311,0.113,0.999,0.126,0.004,0.861,0.613,0.725,0.209,1,0.899,0.471,1,0.937,0.013,1,0.624,0.044,0.804,0.091,0.311,0.113,0.999,0.126,0.004,0.861,0.613,0.725,0.209,1,0.899,0.471
27/1/30 10:00,1,0.866,0.006,1,0.78,0.071,0.923,0.097,0.284,0.037,0.999,0.157,0.002,0.977,0.79,0.905,0.235,1,0.877,0.311,1,0.866,0.006,1,0.78,0.071,0.923,0.097,0.284,0.037,0.999,0.157,0.002,0.977,0.79,0.905,0.235,1,0.877,0.311
27/1/30 11:00,1,0.959,0.015,1,0.674,0.095,0.888,0.099,0.257,0.002,0.991,0.199,0.003,0.926,0.952,0.864,0.288,1,0.761,0.205,1,0.959,0.015,1,0.674,0.095,0.888,0.099,0.257,0.002,0.991,0.199,0.003,0.926,0.952,0.864,0.288,1,0.761,0.205
27/1/30 12:00,0.999,0.984,0.068,1,0.566,0.156,0.907,0.062,0.278,0.151,0.967,0.151,0.024,0.943,0.789,0.917,0.158,1,0.556,0.136,0.999,0.984,0.068,1,0.566,0.156,0.907,0.062,0.278,0.151,0.967,0.151,0.024,0.943,0.789,0.917,0.158,1,0.556,0.136
27/1/30 13:00,0.991,0.966,0.17,1,0.624,0.226,0.792,0.011,0.236,0.374,0.908,0.051,0.023,0.875,0.754,0.98,0.057,0.95,0.379,0.065,0.991,0.966,0.17,1,0.624,0.226,0.792,0.011,0.236,0.374,0.908,0.051,0.023,0.875,0.754,0.98,0.057,0.95,0.379,0.065
27/1/30 14:00,0.989,0.804,0.252,0.952,0.789,0.285,0.659,0.004,0.143,0.399,0.772,0.01,0.004,0.752,0.728,0.974,0.119,1,0.189,0.025,0.989,0.804,0.252,0.952,0.789,0.285,0.659,0.004,0.143,0.399,0.772,0.01,0.004,0.752,0.728,0.974,0.119,1,0.189,0.025
27/1/30 15:00,0.964,0.517,0.28,0.965,0.953,0.322,0.577,0.003,0.087,0.44,0.77,0.01,0.001,0.63,0.718,0.979,0.361,1,0.196,0.007,0.964,0.517,0.28,0.965,0.953,0.322,0.577,0.003,0.087,0.44,0.77,0.01,0.001,0.63,0.718,0.979,0.361,1,0.196,0.007
27/1/30 16:00,0.932,0.481,0.272,0.935,0.98,0.392,0.36,0.005,0.094,0.263,0.604,0.019,0.001,0.649,0.484,0.928,0.295,0.948,0.241,0.005,0.932,0.481,0.272,0.935,0.98,0.392,0.36,0.005,0.094,0.263,0.604,0.019,0.001,0.649,0.484,0.928,0.295,0.948,0.241,0.005
27/1/30 17:00,0.601,0.577,0.358,0.653,0.89,0.451,0.209,0.015,0.107,0.342,0.307,0.028,0,0.202,0.297,0.502,0.088,0.579,0.369,0.002,0.601,0.577,0.358,0.653,0.89,0.451,0.209,0.015,0.107,0.342,0.307,0.028,0,0.202,0.297,0.502,0.088,0.579,0.369,0.002
27/1/30 18:00,0.107,0.242,0.609,0.207,0.366,0.463,0.158,0.024,0.123,0.743,0.058,0.057,0.002,0.163,0.038,0.051,0.106,0.06,0.511,0.001,0.107,0.242,0.609,0.207,0.366,0.463,0.158,0.024,0.123,0.743,0.058,0.057,0.002,0.163,0.038,0.051,0.106,0.06,0.511,0.001
27/1/30 19:00,0,0.015,0.804,0,0.04,0.348,0.006,0.033,0.146,0.848,0,0.079,0.02,0.001,0.022,0,0.137,0,0.598,0.001,0,0.015,0.804,0,0.04,0.348,0.006,0.033,0.146,0.848,0,0.079,0.02,0.001,0.022,0,0.137,0,0.598,0.001
27/1/30 20:00,0,0,0.832,0,0,0.223,0,0.066,0.203,0.929,0,0.07,0.07,0,0,0,0.123,0,0.69,0.003,0,0,0.832,0,0,0.223,0,0.066,0.203,0.929,0,0.07,0.07,0,0,0,0.123,0,0.69,0.003
27/1/30 21:00,0,0,0.842,0,0,0.23,0,0.256,0.232,0.942,0,0.048,0.187,0,0,0,0.098,0,0.689,0.002,0,0,0.842,0,0,0.23,0,0.256,0.232,0.942,0,0.048,0.187,0,0,0,0.098,0,0.689,0.002
27/1/30 22:00,0,0,0.782,0,0,0.17,0,0.214,0.338,0.937,0,0.039,0.588,0,0,0,0.124,0,0.782,0.002,0,0,0.782,0,0,0.17,0,0.214,0.338,0.937,0,0.039,0.588,0,0,0,0.124,0,0.782,0.002
27/1/30 23:00,0,0,0.71,0,0,0.189,0,0.187,0.146,0.928,0,0.012,0.801,0,0,0,0.218,0,0.824,0.023,0,0,0.71,0,0,0.189,0,0.187,0.146,0.928,0,0.012,0.801,0,0,0,0.218,0,0.824,0.023
22/4/30 0:00,0,0,0.896,0,0,0.48,0,0.059,0.167,0.598,0,0.27,0.027,0,0,0,0.503,0,0.006,0.389,0,0,0.896,0,0,0.48,0,0.059,0.167,0.598,0,0.27,0.027,0,0,0,0.503,0,0.006,0.389
22/4/30 1:00,0,0,0.814,0,0,0.389,0,0.041,0.141,0.48,0,0.29,0.018,0,0,0,0.592,0,0.108,0.311,0,0,0.814,0,0,0.389,0,0.041,0.141,0.48,0,0.29,0.018,0,0,0,0.592,0,0.108,0.311
22/4/30 2:00,0,0,0.753,0,0,0.278,0,0.026,0.058,0.402,0,0.28,0.01,0,0,0,0.595,0,0.211,0.245,0,0,0.753,0,0,0.278,0,0.026,0.058,0.402,0,0.28,0.01,0,0,0,0.595,0,0.211,0.245
22/4/30 3:00,0,0,0.721,0,0,0.176,0,0.005,0.016,0.388,0,0.257,0.015,0,0,0,0.593,0,0.343,0.219,0,0,0.721,0,0,0.176,0,0.005,0.016,0.388,0,0.257,0.015,0,0,0,0.593,0,0.343,0.219
22/4/30 4:00,0,0,0.745,0,0,0.17,0,0.001,0.026,0.351,0,0.287,0.018,0,0,0,0.61,0,0.348,0.16,0,0,0.745,0,0,0.17,0,0.001,0.026,0.351,0,0.287,0.018,0,0,0,0.61,0,0.348,0.16
22/4/30 5:00,0,0,0.725,0,0,0.193,0,0,0.068,0.367,0,0.264,0.016,0,0,0,0.573,0,0.368,0.138,0,0,0.725,0,0,0.193,0,0,0.068,0.367,0,0.264,0.016,0,0,0,0.573,0,0.368,0.138
22/4/30 6:00,0.053,0.002,0.698,0.016,0,0.293,0.002,0,0.087,0.496,0.041,0.19,0.004,0.024,0,0.065,0.502,0.022,0.404,0.188,0.053,0.002,0.698,0.016,0,0.293,0.002,0,0.087,0.496,0.041,0.19,0.004,0.024,0,0.065,0.502,0.022,0.404,0.188
22/4/30 7:00,0.469,0.014,0.438,0.291,0.07,0.275,0.255,0.006,0.051,0.506,0.419,0.041,0.003,0.282,0.05,0.683,0.443,0.124,0.378,0.256,0.469,0.014,0.438,0.291,0.07,0.275,0.255,0.006,0.051,0.506,0.419,0.041,0.003,0.282,0.05,0.683,0.443,0.124,0.378,0.256
22/4/30 8:00,0.942,0.026,0.296,0.328,0.128,0.257,0.702,0.039,0.031,0.31,0.887,0.017,0,0.936,0.302,0.967,0.359,0.209,0.214,0.155,0.942,0.026,0.296,0.328,0.128,0.257,0.702,0.039,0.031,0.31,0.887,0.017,0,0.936,0.302,0.967,0.359,0.209,0.214,0.155
22/4/30 9:00,0.952,0.19,0.184,0.498,0.155,0.181,0.866,0.105,0.035,0.311,0.882,0.018,0.005,0.945,0.401,0.969,0.272,0.389,0.127,0.035,0.952,0.19,0.184,0.498,0.155,0.181,0.866,0.105,0.035,0.311,0.882,0.018,0.005,0.945,0.401,0.969,0.272,0.389,0.127,0.035
22/4/30 10:00,0.927,0.361,0.151,0.719,0.234,0.179,0.739,0.122,0.017,0.193,0.847,0.038,0.003,0.63,0.5,0.948,0.183,0.779,0.075,0.01,0.927,0.361,0.151,0.719,0.234,0.179,0.739,0.122,0.017,0.193,0.847,0.038,0.003,0.63,0.5,0.948,0.183,0.779,0.075,0.01
22/4/30 11:00,0.896,0.549,0.142,0.877,0.355,0.207,0.432,0.14,0.009,0.18,0.846,0.034,0.002,0.259,0.508,0.926,0.167,0.693,0.057,0.009,0.896,0.549,0.142,0.877,0.355,0.207,0.432,0.14,0.009,0.18,0.846,0.034,0.002,0.259,0.508,0.926,0.167,0.693,0.057,0.009
22/4/30 12:00,0.885,0.452,0.16,0.901,0.28,0.29,0.428,0.145,0,0.128,0.794,0.024,0.001,0.256,0.547,0.921,0.137,0.88,0.049,0.006,0.885,0.452,0.16,0.901,0.28,0.29,0.428,0.145,0,0.128,0.794,0.024,0.001,0.256,0.547,0.921,0.137,0.88,0.049,0.006
22/4/30 13:00,0.914,0.69,0.182,0.893,0.334,0.296,0.399,0.146,0.001,0.173,0.828,0.017,0.004,0.187,0.614,0.942,0.134,0.827,0.05,0.008,0.914,0.69,0.182,0.893,0.334,0.296,0.399,0.146,0.001,0.173,0.828,0.017,0.004,0.187,0.614,0.942,0.134,0.827,0.05,0.008
